commit,probability,prediction,vulnerability_type
91b803a2310344d925e5d4b1709bbcea9037554,0.0,0,0
3adf2d614bce0fb9587b0eb7a4a9fbb7ac8e6d82,0.01,0,0
eb03a42078f29dbed3742b8740c95e02890e4545,0.0,1,CWE-352
8d7d0b7fb5ea4f7447b40131bffc1ec506a6528e,0.0,0,0
e67f6882118f2a8285e4e8acd050dad64a3ef3e4,0.0,0,0
e82c2efd2b1ac731b6954634741b70ecf0ed6f01,0.02,0,0
215bd349a63edfef15a1aa07a3969c8991e34570,0.0,0,0
592872f4235c7f2a3280725278da55544032f72d,0.01,0,0
d3acf45ea4db51fa5c4cbd0bc0e7b6d9ef805e6,0.0,0,0
a894583921c11c3b01f160ada36a8bb9d5158e9,0.0,0,0
54aa38d87dcffa5ccc23e64922e9536c82c1b9c8,0.0,0,0
772a9b969aa179150aa216e9efd950e512e9d0b4,0.01,1,CWE-922
95b7d9e7fae534a362b98de1df5bf501cd52c481,0.0,0,0
7487cf7eb14be2f65a1eb108e8629c07ef45e0a1,0.0,1,CWE-502
3e5b0455483eed55752047073e92403bfca8d3ec,0.0,0,0
5ee2e290c24742dc2e2dbecd143fd7f939114030,0.0,1,CWE-79
8f4799b5bc5ed0fe62d6e018c45d960e3652373e,0.0,0,0
72cd4025a229fb28ec133235003dd4616f70afaa,0.0,0,0
f603f2f4595073f9490e01699d2083112a7c09a7,0.01,0,0
de1bb967b81c0cfe9854b13c030512b85200f7e3,0.0,0,0
f2b63eb82dd71194319fd3945f5edf29b8f3a42d,0.0,0,0
da34b18cb3092df4972e2b6fa5178d1059923910,0.0,0,0
f646a5acd5e32d6f5a2d9bf1d94ca66b65477675,0.0,1,CWE-922
d4983c740fec7d5576b207a8c30a63d3ea7443de,0.0,0,0
a7dc48534ea501525f11369d369178a60c2f47d0,0.0,0,0
d10f537283d90eabd28af57ac97f860a3913bf9b,0.02,0,0
f52c7d0c9203a3c4c65e9d5a89a186c17190529e,0.0,0,0
1f464b9412e1b1c08d40c8ffac40edd52731da48,0.0,0,0
aff4d0aefcdb99726fd739abf3b9bb96df97b0f,0.01,0,0
806949e1b3c22a3b31819a37402489a0303221a,0.03,0,0
7e28d0af471ea992eb74807a4abd1626b88d678a,0.0,0,0
48dded4ab1209a030770ab67a789d3b2528b6329,0.0,1,CWE-94
9196fd795e87dab069b4260a3590a0ea886e770f,0.01,1,CWE-290
7f22aa0090296eb00280f878e3731bb71d40f9e,0.0,0,0
0cb5ba0f6e83162d221681f47b470c3042eef237,0.0,0,0
8c6c7528f1e24c6b71f3e36db0cb8a697256ce25,0.0,0,0
b8cb9f5f91e9210ca107fd80f3e6acd47531daa7,0.0,0,0
3dd86d04e8b90ba309819317d19e7260d414d9e7,0.05,0,0
36e55998f6352ba3498be950ccab1d5f4d0ce655,0.0,0,0
4fdc51a40bf9532d7db57d0b08c1aec3931468ad,0.0,1,CWE-94
5eab756eaf4bb397302f00fbd0273f2470009d38,0.0,0,0
02c693f3713add1b4891cbaa87127de3a55c10f,0.0,0,0
e889442011127928ec227ea1dfcc5c9587b88585,0.0,0,0
27a9752a565fbef436bac4fcf22d339e3295b2a,0.0,1,CWE-327
726231fbf7b817bd2a9467171dcb1c0087c75bc,0.0,0,0
bf5e8b88c7fc569a90865cbd9a666bd03f7cd25c,0.0,1,CWE-22
49d28f93fd2ef069693ce15d124ef3a29f22fb7d,0.0,0,0
ffb48dd29d0c2009490caefda75e5b57c7958c51,0.0,0,0
3a4f885b18bc963a8326c752bd229497908f1db,0.0,0,0
5df3f72f1a26b7c9ac2888ab65e41f4105706580,0.0,0,0
9637fc8fa461c5777282a0021c3deb1e7a48f137,0.0,0,0
824c7dc781056442046db0ae34bcf1497f23f44c,0.0,0,0
b7ab1ed62466fbbb852f8c97bdb888e2be10c2eb,0.0,0,0
4a3917176de2df7f33a85511d067f31e50dcc1b,0.0,0,0
a25fee3d50a045597b1ff0051efdff0bbc3d1984,0.0,0,0
e100638244c4ca5eb2a1f16bcdc671c9859c2694,0.0,0,0
8a68b5d474205cc91cbbb610d4a1c05af57f0610,0.0,0,0
41fbee7ba15435a831f765597ff907c56ebf2169,0.0,0,0
582128b9ac179a788d43c1478be8a5224dc19710,0.01,0,0
075b70a733d7af150b3d85684149ff5f029f7fd,0.01,0,0
769477b9bc8442db3f571385fa0c3e206242cbf1,0.01,0,0
6e546ec366419158b1e393211be6d78ab9604ab,0.0,1,CWE-404
9dcd304688e65c31cac5532fe501b9816ed975ae,0.0,0,0
e1d0527d13db06b2b62ca7d6afb9e97dacd67a0e,0.0,0,0
08c2d412adb214c40bb03be7587057b25d053030,0.0,0,0
fffd63a3bd3a5475379b7c074820a5463b7663b3,0.01,0,0
13e43c1412ad72d99030b4eb4cb72c84fa57d5ff,0.01,0,0
3ce42a4c75828cb58287c3c7495dde3f5261f12,0.0,0,0
cfb6e9afbae320a4dd5bdd655154ab9fe5a92c1,0.0,0,0
2ae6a6a3415eebc57babcb9d3e5505887eda6d8,0.0,0,0
2bd1daa75ee0b8ec33608ca6ab065ef3e1815543,0.0,1,CWE-275
4f065fe07c1dcd7b451e6005a6dc8e96d77da43e,0.0,0,0
df15a4d7a8f2789c043b27c9eafe1b30316cfa79,0.0,0,0
cbc9b18a845d3c8c053ac293dffda6c6c19dd92b,0.0,1,CWE-352
148ca81dcd8f14cfe2ff37012fd1aa42518f02dc,0.0,0,0
eeff2c312e9d4caa8c9f27b8f740c7529d00524a,0.01,0,0
ea8c0ce7740a5d756d9f11964f6a6b4df54cc3b2,0.01,0,0
0c49c851979163334ea05cbebdd11ff87feba62d,0.0,0,0
1e2a746968cdac5b53164ca8955646e4257ecc7,0.0,0,0
0ed081c9b515014a21954db0dc03a3ddbb30fac,0.0,0,0
874bab94a5baf426545948116cabe6f4ae338c20,0.0,0,0
a894583921c11c3b01f160ada36a8bb9d5158e96,0.0,0,0
e912b7cb5c68fbb87b874d41068cf5a3aea17da0,0.0,0,0
d814d22ade14bafec47c4447a4ba9bff090f05e,0.0,0,0
13905d8224899ba7332fe9af4e330ea96a2ae319,0.0,0,0
fc4c20fc3469674cb584a4fb98bac7e3c2277c9,0.0,0,0
ddfddfba6414adbecaff99684ef66eebd3a92e92,0.0,0,0
b85c2ef182c69c5e2e21df008ccb249ccf80c7b9,0.0,0,0
a572756592c969affd0ce87885724e74839176fb,0.0,0,0
2ab070cdac087bd208f64fa8138bb709f8d7680c,0.0,1,CWE-20
1a6b532d53a7b98018871982049e4b0c80dc837c,0.0,0,0
ac7232e3f9004bdb4f11dcb5bc6c1fadf074f5f7,0.0,0,0
d2e575fb7410370f2a7fe4c64e3f0a502dc69152,0.01,0,0
da06fd471cea79123821c778228eeb08e1cedcc7,0.0,0,0
57a65dce6f4c5aa5e3ce7288685e7f3447eb8f3b,0.03,1,CWE-521
444b74e95bb299af5e23ebf006fbb45d574fb95,0.01,1,CWE-434
347d35e7b4cd72f1148f27d4b263d269a43f108f,0.0,0,0
efad4cca2d7d461f5f8c08a0d7b51fabeb82d0a,0.0,1,CWE-20
e0818f521a0711aeec4b913b49b5fc6a52815662,0.0,0,0
b8933dc24b84e7e7430ece56bd645d425dd89f24,0.01,0,0
e6aa166246d1734f4798a9e31f78842f4c85c28b,0.01,0,0
efb910d38a96494256f36675ef0e5061097dd77d,0.0,0,0
ab2410c754b67902f002bfcc0c3895bd7772d39,0.0,1,CWE-352
de183ef391d01bab4d302eaf9ca9941b1fd1f6c3,0.0,0,0
a95c3d820dbc4c3ae752f1b3ee22ee860b162402,0.0,0,0
701ea95a52afe53bee28f76a3f96eb0e578852e9,0.0,0,0
4f401c09d22c45c94fa97746dc31905e06b19e3,0.0,0,0
d1bc09386405d28d6b0f0a29ce8c3e7efd72d6c7,0.0,0,0
14b62aca4764d496813f55a43d050b017e01eb65,0.0,0,0
e8f043d1aac9b82eee907e0f0c3abbdea723a935,0.0,0,0
b384a650a122e42d75e8cbb5624d0274a65cd848,0.0,0,0
1b1ccbcd94860f6f1d8caf98fb59e6ab7b3940b4,0.01,0,0
5971f9392edc6d70808b2599b062b050fcd11d23,0.0,0,0
727d58f690abf64f543407e1de3545eca76ad30e,0.0,0,0
0006581e9cacbeef46381a223e5671e524d416b6,0.01,0,0
fafd12dfd4f71336f8e32c090d40ed1445959b40,0.0,0,0
1f301038a751bf16e525607c3db513db835b2999,0.0,0,0
ed4b9d791f9470e4c3de691dd0153a9ce431701b,0.0,1,CWE-79
5aae1323c31d643afa9f2db80713b8e97b5123af,0.02,0,0
668ece96be210e742a4e2820a3085b215cf55104,0.04,1,CWE-502
6ce32ffd18facac6abdbbf559c817b47fcb622c,0.0,0,0
94330f99acb6f28155793b253de9956c3798f3bb,0.0,0,0
235036d2396ae45b6809b72a1983dee33b5ba32,0.0,0,0
246a6db1cad205ca9b6fca00c544ab7443ba202,0.01,1,CWE-22
ce9e11517eca69e58ed4378d1e47a02bd06863cc,0.0,0,0
b9ebdaaf3710db473a2e1fec8641c316483a22a,0.0,0,0
d6fc4212b1ac1e9bbe3ce444e95f9af1e3ab8b66,0.0,0,0
8b0d2f36fd9ddb7a57ed3896a154f4e087e3d781,0.0,1,CWE-275
34f526028e6cd0652125baa33936ffb6a8a4a009,0.0,0,0
fb2719e8299fadddae62245482de112052a0e08c,0.01,0,0
4f5dc6fb9e50f2c41c4929b0d8c5824b2cca3d65,0.01,0,0
d7ea3f40efedd50541a57b943d5f7bbed046d091,0.0,1,CWE-922
2fc9d03ffbc3fe7eabfd272380807ac0ddcf748d,0.0,0,0
2c95d4ea0ef20977be249e31a4a4f4f4f71c945d,0.01,1,CWE-434
fd2e081b947124c90bcd97bfc55e1a7f2ef41a74,0.03,0,0
c584c7c4ab0686e4125eefcd0afb32fb8269da3d,0.0,0,0
fed4f8e8a4ec69b5e7612b92d8ce3e476680474,0.11,0,0
741b4b229ae032bd17175b46f98673ce0bd2d485,0.0,0,0
338a74dfa42a7b19d39adecacfa5f626a050e807,0.0,0,0
db6716ad2f10f5c2d5124904725017b2ba8c3434,0.0,0,0
9c70abe28fbf2b4c4df0b93ed12295ea5a012554,0.0,1,CWE-259
9dc43f3ffe85c9c56faee235a21f23bfceb865c8,0.0,0,0
73afa0ca786a87f05b5433e2e38f863826fcad17,0.0,0,0
dabedd0a110bf6b4ab103ba79a2df36db2b40289,0.0,1,CWE-502
7313931dc3c0d1377b010f07faef2063dd359a36,0.0,0,0
524156f164a910b8b0978d27a2c700a19cd8048,0.0,0,0
f9fd6e9e26224f26f1542224ce187e04c27b268,0.01,1,CWE-275
328a0f833daf6baa443ac3b37c818a0204714b0b,0.0,0,0
b2d3932b847a171a85e356aa230af461a0f80d91,0.0,0,0
516bda676ac8d0284da3e0295a7df70391315360,0.02,0,0
fc4214a883dc087070f25da738ef0d49c2f3387e,0.0,0,0
163a6061fbc077d4b6e4787d26857c2baba495d1,0.02,0,0
2d16b459205730d85e51499c2457109b234ca9d9,0.0,0,0
523d035a0a076a7dde98cd6c3425ad5a6fdbadc8,0.0,1,CWE-639
ad38d8480f20ce3cbf8fec3e2003bc83efda4f7d,0.0,0,0
fade9b81dabe27f864ca38e7b40f28fb44d6f165,0.0,0,0
bd235434f119c67090952e08fc28abe41aea2e2c,0.0,0,0
1c3f0aec14d00bdbca175713af70cb7c7b868e9f,0.04,0,0
0886e89900d343ea20fde5137c9a3086e6da9ac,0.01,0,0
9cad25f258bb2629d263f828574d2671366c238d,0.0,1,CWE-352
a6b1ebc246b91b854237e5aad3dfd2b5460ea282,0.0,0,0
566a8ddb885f0bef9bc848e60455c0aabbf0c1d3,0.0,0,0
bb45fb16709018842f858f1a6e1118676aaa34bd,0.0,0,0
9deb2d17,0.01,0,0
2056f528fd95c4dd824bc7e8629398b3a91c4e3c,0.0,0,0
64d9f8341e1aa7ef1a29744e16ea7c578ca5deee,0.01,0,0
6e87474f9ad0549f07dd2c37d50a9ccd0977c6e,0.02,0,0
1a1d6ca1bc3ae840238dc345fa1eb2c7c28c8cb,0.0,0,0
1d372c881eafd9ffe729996f8560fd5fe50cd39d,0.0,0,0
843c2e60f67d71faf81d236f448ebbe56c62c647,0.0,0,0
40929e9b0d336a26281a5ed2e0e721d54dd8d2f2,0.04,0,0
c3015e4783c2a36e7528aa611c911b7d8c4ec5ba,0.0,0,0
840eae2ca81c597a0010b2126f32dce17d384b70,0.0,1,CWE-20
cb84b130065c9eed1d1df9e4770ffa5d4bd30569,0.0,1,CWE-79
8ed6208f987ff72e4c4d2cf8a6b1ec9b27575d4,0.0,0,0
e4f1457e681e015be83c6b0b84947676980e29d,0.0,0,0
d832747d647df343ed07a58b1b5e540a05a4d51b,0.02,0,0
9f4e97019fb0dd836533d0b6198c88787e235ae2,0.0,0,0
0d09fd70dbff977d7a0a0ce9be2549e3ce70285b,0.01,0,0
816552abf6735fa37dfd37c8a7bfbdbd045477e0,0.01,0,0
f238cf4f1091be19fbcfd086b042c86a1bcaa7fc,0.0,0,0
d59877a9ce82b53ec27c7f012a5703280e2cfd4f,0.0,1,CWE-275
44a5ca0fbd357b8b5d81aa9313fb01cca30d8ad,0.0,0,0
4ed5c850b6855ab064a66d02fb338f366853ce89,0.0,0,0
b8e7fe,0.0,1,CWE-434
d98fa92b9dfc90fe1ffdaa3cce1be3be84532260,0.01,1,CWE-264
efb860b3ff8ebcf606199b8d0d432f76898040da,0.0,0,0
c19cc705688cfffa4fe735e0edbe84862b6c135f,0.01,0,0
66132926f1bac0b878da5841be2f93fa5075d88f,0.0,0,0
5496e193a89b8b8b3177e516358df2f07ab852b3,0.0,0,0
0d94dcef0133d699f21d217e922564adbb83a227,0.0,1,CWE-200
4b19da6ce94de4865a365c200d6e8169ffb2184f,0.0,0,0
b15ab927709ca18ea4a02538be01919a19ab65af,0.0,0,0
5dc5ca9176ed5baa870680d99f37e7e559dddc5,0.0,0,0
f42b193b15a29b772fc576b2d0f2497e7474a7e,0.02,0,0
4d637bc3986e5d09b9363e2144b8ba74fa6eac3a,0.03,0,0
246c090526143943557b15868db6e8fe3fb30cf6,0.0,0,0
9de62915807deab61d6e780eed660428f9889b51,0.01,1,CWE-20
947d11f433b78294942cb5ea56e8aa5c3a0ca43,0.0,1,CWE-264
33d96c13fe18a2dad01b19ce195548c9acea9da4,0.0,0,0
3e8cfdcb0f8e6e0cf0da01e74501afb5c9bff0f,0.0,0,0
ae3ef64e28e877282822b79f894deedc2f9f8c06,0.0,0,0
bf539198564a1108b7b71a973bf7de963a6213ef,0.0,0,0
ad31479c1c543ac7d26b8c882aa14f6c00c1fd0,0.0,1,CWE-521
fb65c5fe6d298195beee11324416a975bea6d701,0.02,0,0
059ee99ba0d5ff7758829acf5a9aeede09ec820b,0.0,0,0
625d4d002620139f49c8201f95b789b6a715cd4,0.0,0,0
d0cee31292c893994141cc36f772e5c90828c341,0.01,0,0
24ad36778534c5ac888f880837075449169578ad,0.02,0,0
d8000beebfb13ba0b6e754f84c760e11592d8d1,0.01,0,0
b2b4415e2e59b6f18b0a62b633e71c96d63c43ba,0.0,1,CWE-200
ebe5c16f18ce1559e8462a94b3876a98525980d2,0.0,0,0
a143f3b92a6a5a527d929d68c02a0c5d914ab81d,0.0,0,0
c39b7ffc2145644f7f3cf9e3cd4aada5048e56a0,0.0,0,0
5421930b49822606792f36653b17d3d95ef106f9,0.01,0,0
34c80dae734e70f13c0e46f9c83602fb71318e58,0.0,0,0
cd31cc397fe17389d95b83d6a9caa46eebc54faf,0.01,0,0
92cdfaeb616244581df02ef10ba1ee1bb8d90f70,0.0,0,0
e61a424f0573634a1bc180de965b2cb794c1038e,0.0,0,0
4c5200dd9fc7c5867a5c7cb7bfce083f060a378f,0.0,0,0
c9603dfa42d0643a6c8cac3e14364d9fd63303c4,0.0,0,0
570ac9337b5c13dbf46ca6758c376e2e13e8956f,0.01,0,0
2dbe75bd7f3c36837aa06fd87a442bdf3fb7faef,0.0,0,0
7edb0fcf3f92f4b58620142f41a830f1d465c833,0.0,0,0
406fb327fb3b617d6abdd54bed2967c2a9f384c4,0.0,1,CWE-922
4b5f91cb959358141181b934156513fcb8a6c1e3,0.0,0,0
e411e31b7b74f4b2326b65544994c89d84d2cdd8,0.0,0,0
46f3fe0e75aa4cd1ae057b3703a6ddd272356813,0.02,0,0
67171025031184bb86703746422a88573d9ef3c1,0.04,0,0
cbb654052600c376d5ee3401c98a25d09d11a154,0.0,1,CWE-327
529586085e38487d45974817d4f3ff40f30e19f6,0.0,1,CWE-22
59155d1d1c40a979d5f5040e4df35ee72dadbb9c,0.0,0,0
75391045cf4863a56f6e06928d9095ceaddecd01,0.0,0,0
fbb4b5fd4f8e0bb89732670a01954e18b69e15ba,0.01,0,0
145d0803bbaf14988bd9620fbb7f85bc0c8b4838,0.0,0,0
5b438e9b0f82f7238e20408c98be4dbe70c4ef43,0.0,0,0
047703fbb88eb38fbe973f3abedb279382f181d0,0.0,0,0
9ad386f85bd77ee31b70c8bfae89ec6cf69d0b90,0.0,0,0
d0390a538aa0ee220e865580f5cede7315c441fd,0.0,0,0
70b0b977f73cd70e17538af3095d18e0cf59132e,0.0,1,CWE-434
7d39bc50c47b3f8ed0e1a9d671ecb9ec02f10a2d,0.0,0,0
0f860da4b6cf78215abc5d9403ecb48d95584901,0.01,0,0
3061333fdbf0a08b0a3bf37e833fd9be8349d362,0.0,0,0
f281a955e9fa154296e7ff7620005114808c58d9,0.0,0,0
9c88aa003d26e9f1e9ea6e08511768c2ef666654,0.0,0,0
12b1143b2807a5b760e477fac0e1028a9760b6c6,0.0,0,0
47f272da9894957305d2de351f8f75c80d732d1d,0.0,1,CWE-434
b70e33711291f3081702133175a41cccafc0212a,0.01,0,0
7d9e8f71b989230bc613d121ca38507d34ada849,0.0,0,0
b777f154a0c21e1187c1806ababf9c5ba3e49eea,0.0,0,0
ad595778169067344bc06e327fd22a203f3b4ec5,0.03,0,0
185f6e95d8452892cad7eb5ae701b456768eb250,0.0,0,0
867bf1477ef6f33ccc2d5d96e8e910a88a480947,0.0,0,0
72affdf9729d9e9a81498196ed5ada4d8f1c599e,0.0,0,0
71e7cf3a37ba6189fa7215555e8e760b400fc23b,0.0,0,0
f0191d0b1373bb7b0c50a0103d63791f51ed3398,0.0,0,0
9fa96d9a23597489a1300a2cc9fac986c2fac817,0.0,0,0
9d5db9c9ab9b9f2f2a5ce9795405e8334cd2ce66,0.0,0,0
2004dabaac4104e9aa067e3fe9326d3958b27ca1,0.04,0,0
3fdc4bdb5b00835a1d04cf160cd61fe7f8feb477,0.0,0,0
b1c908f421b3466aecf980603132bcab89d1ce99,0.0,0,0
34b32834e373836fdd554838e292a240665dd7f6,0.01,0,0
a181981eb49fc20d1a701fcfebda5cec70def295,0.02,0,0
9cd40b829a5295cc81fbea8c7d632b2478db6274,0.0,0,0
a64b002e3a1e2961fd52d52517a5e9c56066da6a,0.01,0,0
168b46f405d6736960ba7930389eecb9b6710b7e,0.01,0,0
79731d1a6cfbab62297bc3d29788b8d6c8e9a0cb,0.64,1,CWE-120
2b9e4e956b37ee49b29a73c7782f525ac8c58cc5,0.0,0,0
e9ca732cd9d6e98131bff4b6cebcbf3885dacba0,0.0,0,0
b2e7ed0b5d2ee90874a66fc9a054812155e50448,0.0,0,0
bcd3707dba1cceffba56ee3226105b64575f2b14,0.08,0,0
0949b2667c7746166ea7b6dba8c003d61585cf35,0.01,0,0
e694f8ac4409931e67d08ac44ed251b20b10a957,0.0,0,0
393f04d3ab40d03aa2fde0017ff7f02fc34cbd4e,0.0,0,0
8f9bcab2e5362a3bd1d40cdf4db319184333e4ac,0.01,1,CWE-20
55308450d417c549e6bab2ae234d05488f92fd88,0.0,0,0
320ac7eeb47671e03ee26d4419b640fac0312390,0.0,0,0
747d142318c5c9ecd80de3f061f54d7af4189039,0.0,0,0
fdfc2bb6becbc65fda04f2af471ac467bae0b043,0.0,0,0
e3c26705392e462fabf54366fbad3dbf6ec832d1,0.0,0,0
34cdcb9b96a9aa3995323b74c3dd5ab19013a707,0.0,0,0
c72cd19fab7983e97a1a41b7158e0b9f87a7fe96,0.0,0,0
c79d56d2148d94e8158f242560d0d7253c22b5f5,0.0,0,0
53137462f42f8673fbd5b0831f8ea051ddea509f,0.0,0,0
b7248964a40d272bb2edc7d2f94b9ce35c804cff,0.0,1,CWE-732
644a48607cd40954b6fb095b39a3ccaa0204191e,0.0,1,CWE-539
adbf7f01e78287701c0270a5262f319935d94082,0.0,0,0
31560c448a62514f244b67d0925cd3837188e4c9,0.0,0,0
41a2b9596c9ed2a827e16e749632752dd2686647,0.0,0,0
31cc94275cd267f4e0db60999cc932fd76d43d5a,0.01,0,0
ec6cbda0f2e435ae0efaec308dc5569c75bb759b,0.0,1,CWE-404
5c0202af4b3d588c04bcec7baf05706b21cd7416,0.0,0,0
c4a225f0be7281ed2d303c908aed2c327b37a572,0.0,0,0
e2cb445d786f7572da2af93e3433308eaed1093a,0.0,0,0
2edf7da98a667491962243e2378c33137cbdfea7,0.0,1,CWE-290
3941df546276b190cc9362fd093e6721e8e52f50,0.0,0,0
04783e11c995fb1ffa2dcd91ebc494ad35ce898b,0.0,0,0
c6ac1e6edacc7e1fb0405d61f95a797c6a712411,0.0,0,0
d404fe35b2fb918e38e58c2256a77b8113229951,0.0,0,0
60ea150b1f535e4f0c76e23af4130b3861fabf54,0.0,1,CWE-79
82516263cead40ac240ae5fb2a6f5fc0fda9614c,0.01,0,0
323c47532ea7fc79d5e28a0fa58ea0cc4d5196b8,0.0,0,0
8e8901e1e497d2a2bc0f56aa711f7462d88820f3,0.0,0,0
181167b6d0e5cd896847f7538adf28878b81b0b2,0.0,0,0
d9bcd6f7f23a13ea627d8edb85c0706525da0b75,0.01,0,0
ff3810332483f79b55f90db0ca9f93145d8f06b5,0.0,0,0
511e44f42e3239a4df77b8e0e46d294d98a768ad,0.0,0,0
a77b69092901e4ae882f8ea72058abfd6c5b1223,0.0,0,0
93a7967ecbdf69024d22acaa9efa7ba98447dbfb,0.01,0,0
114382a0aea97974803c942f106d462cbca5c64d,0.0,0,0
da15443dddea2bfb5877f4ab8bea61deaa56b856,0.01,0,0
e3b6c966b79c3ea5d51b923c3bbdc41e13b96ea0,0.0,0,0
bf96860e89270ceb2f35ddca46cc6df3ad16c6da,0.0,0,0
b7d05bad1c10a363b6b99f66ac1fa76b6892e618,0.0,1,CWE-327
1f8e8139192d5531a2f94bcc348e462c63b3794f,0.0,1,CWE-521
14a20428e2e02600195a71ad366c0caef97bf3d4,0.0,0,0
4dc0d81a1a7b58a0a61102d875eb2cb712fe6a4b,0.0,0,0
a7fc30b522a0cd7c8c5e7e285b9531b704e02f04,0.0,0,0
35e3fbc4512c880fccb35b8e3abd132d4be18480,0.02,0,0
88afb529ab8db358cbb5b9dd84744772a727876d,0.01,1,CWE-539
380108d891acf8db5cf0d477176c7ed2b62b7928,0.0,0,0
b46cfbc068ebe90f18e9777b9e877e4934c1b5e3,0.0,0,0
a4a93bbfb0e679eaa249f77c7c4e7e823ca870ef,0.0,0,0
21c66d1be7c586b56c2902ada4ba030a12b00063,0.0,0,0
f4e67c0ad259b4cf10177277a5827fa5545bac53,0.0,0,0
80795a9ae24ef3b1a3e818d3023f4b68707cb87f,0.0,0,0
96edc7954f5c2ca34587c44d0f6e46faa5492717,0.01,1,CWE-20
38288f424faa0cf61bd705c497bb1a1657611da1,0.0,0,0
e365f16046b72977ec22364215b57af840f0907e,0.0,0,0
f52c6981c53ae55b3f9e9179c698a66bd2f7b655,0.0,0,0
d319064465e148b8adb53d1ea5d38c09f987056e,0.0,0,0
0f6c6efd814a46a51981a29a5cb64c7a0858d5eb,0.02,0,0
f42d6b7ae62a2b2914b144153af56096f9b4a6d5,0.05,0,0
5cfb3c3a1013e7fca54c3624871755cdfd960b3b,0.0,0,0
61f52a97e9fd1bb79f1b312fe031ceb95fd13d27,0.0,0,0
1d180bbe8e2103f35328cf82fbde7fd23602735a,0.0,0,0
2fc81f6ca56f1df5323fc849f3f8dc40f38fc5b2,0.0,0,0
e3af453baceee7401ba0c5044a4c3aeaf246406f,0.02,1,CWE-434
b0593c086dd303af31dc1e30233149978dd613c4,0.0,1,CWE-264
1f31bdb10bae1071289c86d32b4d25fe6b821148,0.01,1,CWE-404
56547da9d3fa24f54b439497d322b12beb004c80,0.0,1,CWE-922
a416e9e1dde0fbcf20cda59df284cc0dcf2aadc4,0.03,0,0
ed983107bbc62245b06b99f02e69acf36a0baa3e,0.0,0,0
12c20c5486b6440a9b667c93f130a8fdea029b81,0.0,0,0
84d1c054b1c408c6c92676069fa678d55d5f0033,0.0,1,CWE-732
17898ec6011cc583c5af69ca8f25f5d165ff3e6a,0.0,0,0
ed7c64fc540c5808efe4092465af1147c76555a1,0.0,0,0
cbfa5b03989ee6b8f5c13c4284d5bae02c562f20,0.0,0,0
2623479105a7e11ccd1e504b3f549cadbb875a42,0.0,0,0
e760874ee3315ca3a8a2978b5f8e4dba1e336197,0.0,1,CWE-89
1b9ea3239d22147e00d8cccb666cd8f9344b181e,0.0,1,CWE-20
435a6082f9e368196e0d8347858c63de1126af2c,0.0,0,0
5a64355b3f1d3cdb33712a1b233c14e37f1d2565,0.02,0,0
1214c525484cabb27ed37df936c3451682757263,0.0,0,0
6a81dd172cd5d03fce593741629cb4c78fff10cb,0.0,0,0
1b56425662068a40cf3a19cd47ac79d7511840b5,0.02,0,0
8646e07534b4f115496b154f94ac90aa4f8c5b0c,0.02,0,0
627bd7da760c67211a6b7d3c98bba94c6213323e,0.01,0,0
339550e7c80e5ef1d555b72225f1fd4936c3fb70,0.0,0,0
585ac2bb2cb60f6f7252fbbbab15095bccd996ac,0.0,0,0
f62846b703d163265176fe960ec7d087b4c3fa96,0.0,0,0
546a1ba664626603660b595662249d524e429013,0.0,0,0
e7512e78c2c5a6d07b47239122c2880bf6ac0e3a,0.0,0,0
19a64d9f6eda12cd4b802aac470c645d208a1216,0.01,0,0
520dcd80a45ce237e9a46ee28697e1b8af3fcd7e,0.0,0,0
dc4e885f35afed10f941cd7e3090f5d5904078cf,0.0,0,0
cdb630655db39ff1a319ace871e75389072deeb9,0.04,0,0
d53c3b80c454ada1cce73a2db5252acf7dc267f2,0.0,0,0
d8b7e0adf562277180f96ecbd7f1777a384a0308,0.0,0,0
5d7519dfc963ec8b6a10a51356840580fc005a1e,0.0,0,0
2a2bc6fc12c6f6fc47c7c66dd4d0e3ef4be17777,0.03,0,0
a47fc4ed401da4e2d84e035cc4add566e85b03d0,0.0,0,0
5fcad1c1c6b5301870b2a21f070e86f1a797b624,0.0,0,0
a84851bef8b7c99708ac5c7d0cddd6f8a7ee4d9e,0.0,0,0
1ec28a66f2c853a7e4aeb21495c0b4d9478f17db,0.0,1,CWE-639
7e66c7050711f0fe423b3ef7399a3526e9ae99fb,0.0,0,0
58e8f5fd2ba47b6dc47fd4d0a35e4175c7c87aaa,0.0,1,CWE-20
82c80ac2ebf9acc81ec460adfd951d4884836c7c,0.01,0,0
76e23fc50b2dcf9b4d33824102ce5ae03f8faea3,0.0,1,CWE-404
a4459c55208e53a010a81f8421b9f10906e291d6,0.0,0,0
4b6d44f6e9bd728b8568cc91ab02ba35e709104b,0.0,0,0
45554b5c71403fec547fe0f56be558cc615c6966,0.0,0,0
4b3e27d0c6615ac4d664b5bc0f99bfdc80005d0a,0.0,0,0
de05fb53fad6bc998f585b704ca0caeadc14a035,0.0,0,0
22a82712e89bf17c27427aeba15795fb4011a0c2,0.6,1,CWE-120
c71c30dcba142f16bc5f651812b1bc0b9f70f02d,0.0,1,CWE-521
0d2e02954f2452ca05f8f884044380077a941dd8,0.0,0,0
de477abcaaabb1f9815cb63876637a47a95e7ac1,0.0,0,0
50aa325742f6fbed1fb82b535761e85339cf8dbb,0.0,0,0
